"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"25-23","7501058751188","0.3280","35.3480","2.2160",TOTAL AUTOS AREA 1
"25-23","7501058716095","0.0420","8.4040","2.4710",TOTAL AUTOS AREA 1
"25-23","7501058751461","0.1760","35.5870","1.6300",TOTAL AUTOS AREA 1
"25-23","7501058757555","0.6620","25.0520","5.1720",TOTAL AUTOS AREA 1
"25-23","7501058751195","1.4000","86.0330","3.8250",TOTAL AUTOS AREA 1
"25-23","0046500022692","0.0040","0.3950","1.0000",TOTAL AUTOS AREA 1
"25-23","7501268200049","0.0070","0.1540","1.4000",TOTAL AUTOS AREA 2
"25-23","7501268200070","0.0010","0.0360","1.0000",TOTAL AUTOS AREA 2
"25-23","7501268200513","0.0050","0.0550","5.0000",TOTAL AUTOS AREA 2
"25-23","0757037512449","0.1920","17.2560","5.1890",TOTAL AUTOS AREA 2
"25-23","7501080900585","0.0910","22.6950","1.4920",TOTAL AUTOS AREA 2
"25-23","0757037513552","0.0280","2.5170","1.4740",TOTAL AUTOS AREA 2
"25-23","7501080954786","1.0790","26.2550","4.0870",TOTAL AUTOS AREA 2
"25-23","7501080954793","0.6930","46.3590","2.4500",TOTAL AUTOS AREA 2
"25-23","7501080955103","0.4210","71.5830","3.1650",TOTAL AUTOS AREA 2
"25-23","0757037516935","0.0740","7.3320","18.5000",TOTAL AUTOS AREA 2
"25-23","7501080955486","0.6660","56.9720","2.8580",TOTAL AUTOS AREA 2
"25-23","7501080900165","2.9250","61.8570","9.7830",TOTAL AUTOS AREA 2
"25-23","7501080952997","0.4780","97.8700","3.1870",TOTAL AUTOS AREA 2
"25-23","7501080900141","0.9210","70.2550","2.8610",TOTAL AUTOS AREA 2
"25-23","7501080900158","0.2900","43.0260","1.6960",TOTAL AUTOS AREA 2
"25-23","0741120000005","0.1750","2.0930","9.7220",TOTAL AUTOS AREA 2
"25-23","0741120000036","0.0250","0.5690","8.3330",TOTAL AUTOS AREA 2
"25-23","0741120000029","0.0250","1.0460","2.2730",TOTAL AUTOS AREA 2
"25-23","7501071907692","1.0540","30.8000","3.6480",TOTAL AUTOS AREA 2
"25-23","7501071908385","0.2410","12.3200","2.7750",TOTAL AUTOS AREA 2
"25-23","7501071907661","2.6310","45.5290","6.0910",TOTAL AUTOS AREA 2
"25-23","7501071907425","0.7490","53.3480","2.9950",TOTAL AUTOS AREA 2
"25-23","7501071905346","0.3220","6.8270","3.3870",TOTAL AUTOS AREA 2
"25-23","7501071905292","0.7080","15.1210","3.4530",TOTAL AUTOS AREA 2
"25-23","7501071907784","0.1830","22.5200","5.0830",TOTAL AUTOS AREA 2
"25-23","7501071903861","0.0060","0.1190","6.0000",TOTAL AUTOS AREA 2
"25-23","7501071905551","5.7020","122.3060","24.1610",TOTAL AUTOS AREA 2
"25-23","7501071900136","10.1480","217.0260","26.7760",TOTAL AUTOS AREA 2
"25-23","7501071903311","1.9730","74.3760","7.1230",TOTAL AUTOS AREA 2
"25-23","7501071903366","2.5540","93.3760","8.0560",TOTAL AUTOS AREA 2
"25-23","7501071900143","18.7580","655.8280","29.1270",TOTAL AUTOS AREA 2
"25-23","7501071900112","0.4880","4.0190","25.6840",TOTAL AUTOS AREA 2
"25-23","7501071902956","3.2810","158.6160","13.9630",TOTAL AUTOS AREA 2
"25-23","7502240948188BP1","0.0130","0.7200","1.0830",TOTAL AUTOS AREA 2
"25-23","7501071900129","13.1500","188.8290","26.7280",TOTAL AUTOS AREA 2
"25-23","7501071906725","0.1520","10.1440","2.1970",TOTAL AUTOS AREA 2
"25-23","7501071907074","0.5560","10.5530","5.7920",TOTAL AUTOS AREA 2
"25-23","7501071906701","0.4290","12.9150","3.6980",TOTAL AUTOS AREA 2
"25-23","7501071906718","0.4150","15.7620","2.5280",TOTAL AUTOS AREA 2
"25-23","7501071904103","0.0530","1.2210","2.9440",TOTAL AUTOS AREA 2
"25-23","7501071902093","0.6250","40.1330","3.7430",TOTAL AUTOS AREA 2
"25-23","7501071903885","0.0930","6.2680","2.3740",TOTAL AUTOS AREA 2
"25-23","7501071902109","0.9810","92.1820","3.2170",TOTAL AUTOS AREA 2
"25-23","7501071904431","1.3770","26.1240","7.8690",TOTAL AUTOS AREA 2
"25-23","7501071902314","0.1130","2.3240","6.2780",TOTAL AUTOS AREA 2
"25-23","7501071904424","1.5570","44.1290","5.5990",TOTAL AUTOS AREA 2
"25-23","7501071903878","0.4790","18.3630","4.7430",TOTAL AUTOS AREA 2
"25-23","7501071902086","1.5650","54.9890","4.8460",TOTAL AUTOS AREA 2
"25-23","7501071906800","0.0310","1.5200","3.1000",TOTAL AUTOS AREA 2
"25-23","7702137007152","0.3270","25.6840","2.7710",TOTAL AUTOS AREA 2
"25-23","7702137007169","0.1040","7.9200","1.5460",TOTAL AUTOS AREA 2
"25-23","4008455425412","0.9150","66.6140","5.5770",TOTAL AUTOS AREA 2
"25-23","4008455460215","0.0130","1.2600","2.6000",TOTAL AUTOS AREA 2
"25-23","4008455457512","1.2270","26.6280","6.8560",TOTAL AUTOS AREA 2
"25-23","4008455458618","0.6900","53.7620","4.3410",TOTAL AUTOS AREA 2
"25-23","4008455458717","0.2530","19.9480","3.5140",TOTAL AUTOS AREA 2
"25-23","4008455423715","0.2620","18.4820","3.1190",TOTAL AUTOS AREA 2
"25-23","4008455394114","0.2450","12.2660","2.6060",TOTAL AUTOS AREA 2
"25-23","4008455394015","0.1770","8.9560","2.1880",TOTAL AUTOS AREA 2
"25-23","4008455423616","0.1090","5.6770","1.8170",TOTAL AUTOS AREA 2
"25-23","4008455394510","0.1660","8.2770","2.2740",TOTAL AUTOS AREA 2
"25-23","4008455423517","0.1040","5.2320","1.9260",TOTAL AUTOS AREA 2
"25-23","4008455394619","0.0740","3.7360","1.3960",TOTAL AUTOS AREA 2
"25-23","4008455394213","0.0790","3.9820","1.6810",TOTAL AUTOS AREA 2
"25-23","4008455394411","0.2090","10.8470","2.3700",TOTAL AUTOS AREA 2
"25-23","4008455524917","0.4840","62.1420","4.0330",TOTAL AUTOS AREA 2
"25-23","4008455438016","0.1960","14.7000","2.4760",TOTAL AUTOS AREA 2
"25-23","4008455459417","0.3250","24.8930","2.9510",TOTAL AUTOS AREA 2
"25-23","4008455476711","0.4380","15.1460","7.8140",TOTAL AUTOS AREA 2
"25-23","7502275145897","0.2510","39.8010","2.6420",TOTAL AUTOS AREA 2
"25-23","4008455567013","0.8560","18.5300","4.9770",TOTAL AUTOS AREA 2
"25-23","3045206382007","0.0270","2.4410","1.5880",TOTAL AUTOS AREA 2
"25-23","3045206360609","0.0090","0.9970","1.1250",TOTAL AUTOS AREA 2
"25-23","3045200760009","0.0720","3.9660","2.1820",TOTAL AUTOS AREA 2
"25-23","8410907050053","0.0490","3.2720","3.0630",TOTAL AUTOS AREA 2
"25-23","8411660210036","0.0720","4.9840","1.7900",TOTAL AUTOS AREA 2
"25-23","8411660210029","0.0490","3.4450","2.0250",TOTAL AUTOS AREA 2
"25-23","7501025401993","0.8220","28.4010","43.2630",TOTAL AUTOS AREA 2
"25-23","7501025402051","10.9730","356.6120","19.5250",TOTAL AUTOS AREA 2
"25-23","7501025402235","0.7050","25.8810","4.0990",TOTAL AUTOS AREA 2
"25-23","7501025402242","1.2070","44.9520","5.0310",TOTAL AUTOS AREA 2
"25-23","7501025412142","0.0730","10.8250","2.5170",TOTAL AUTOS AREA 2
"25-23","7501025408404","0.5390","60.7080","5.6740",TOTAL AUTOS AREA 2
"25-23","7501205412122","4.2850","126.0840","11.6760",TOTAL AUTOS AREA 2
"25-23","7501025406561","5.9930","148.1230","22.9630",TOTAL AUTOS AREA 2
"25-23","7501025412135","0.9870","55.1060","4.9850",TOTAL AUTOS AREA 2
"25-23","7501025406578","1.3830","54.5740","9.2190",TOTAL AUTOS AREA 2
"25-23","7501025412104","4.0100","77.1480","11.2010",TOTAL AUTOS AREA 2
"25-23","7501025410834","1.1950","47.0450","4.1200",TOTAL AUTOS AREA 2
"25-23","7501025400927","0.0980","1.5030","2.7110",TOTAL AUTOS AREA 2
"25-23","7501025412784","3.6410","88.4910","8.1630",TOTAL AUTOS AREA 2
"25-23","7501025412357","0.7000","30.3860","13.4620",TOTAL AUTOS AREA 2
"25-23","7501025405816","0.0130","0.2470","13.0000",TOTAL AUTOS AREA 2
"25-23","7501025405311","8.8160","136.2460","137.7500",TOTAL AUTOS AREA 2
"25-23","7501025409104","7.6010","164.7530","41.5360",TOTAL AUTOS AREA 2
"25-23","7501025450212","30.1320","623.4680","193.1540",TOTAL AUTOS AREA 2
"25-23","0000075000622","94.5080","2092.2370","152.9250",TOTAL AUTOS AREA 2
"25-23","0000075000639","32.4760","1307.5230","46.9310",TOTAL AUTOS AREA 2
"25-23","0000075000608","3.9550","38.9010","70.6250",TOTAL AUTOS AREA 2
"25-23","7501025408947","4.2090","47.2460","41.2650",TOTAL AUTOS AREA 2
"25-23","0000075000615","80.2730","1223.8650","113.5400",TOTAL AUTOS AREA 2
"25-23","7501025411893","2.1840","90.6070","5.0900",TOTAL AUTOS AREA 2
"25-23","7501025412005","1.9310","160.9230","4.8760",TOTAL AUTOS AREA 2
"25-23","7501025412012","0.2880","29.0570","5.2360",TOTAL AUTOS AREA 2
"25-23","7501025411992","6.6630","191.3260","11.1980",TOTAL AUTOS AREA 2
"25-23","7501025405106","11.1620","353.3840","16.9380",TOTAL AUTOS AREA 2
"25-23","7501025401313","1.0330","66.7940","5.2700",TOTAL AUTOS AREA 2
"25-23","7501025401931","2.8180","38.9310","19.8460",TOTAL AUTOS AREA 2
"25-23","7501025405151","18.3150","379.1650","26.2400",TOTAL AUTOS AREA 2
"25-23","7501025401863","0.2800","19.1530","2.2950",TOTAL AUTOS AREA 2
"25-23","7501025401832","0.3100","5.9210","3.8750",TOTAL AUTOS AREA 2
"25-23","7501025401849","0.1460","5.3080","2.6070",TOTAL AUTOS AREA 2
"25-23","7501025401856","1.0230","34.1200","3.6540",TOTAL AUTOS AREA 2
"25-23","7501025401917","0.2760","19.0830","2.4680",TOTAL AUTOS AREA 2
"25-23","7501025401887","0.1470","2.1580","4.3240",TOTAL AUTOS AREA 2
"25-23","7501025401894","0.1750","6.3950","3.0170",TOTAL AUTOS AREA 2
"25-23","7501025401900","0.7850","24.7980","3.5040",TOTAL AUTOS AREA 2
"25-23","7501025412401","1.0500","26.5190","4.4120",TOTAL AUTOS AREA 2
"25-23","7501025405885","0.7340","18.1910","4.8920",TOTAL AUTOS AREA 2
"25-23","7501025401801","10.2820","193.9090","21.2880",TOTAL AUTOS AREA 2
"25-23","7501025405090","16.2210","301.7410","26.5910",TOTAL AUTOS AREA 2
"25-23","7501025401795","6.4910","182.1130","15.2010",TOTAL AUTOS AREA 2
"25-23","7501025405212","13.8570","369.7080","23.4860",TOTAL AUTOS AREA 2
"25-23","7501021160726","0.2110","9.5400","4.6890",TOTAL AUTOS AREA 2
"25-23","7501021160719","0.3370","19.5740","2.2040",TOTAL AUTOS AREA 2
"25-23","7501681100650BP1","0.0310","0.3490","2.7820",TOTAL AUTOS AREA 2
"25-23","7501681100421","1.2230","21.7210","8.6130",TOTAL AUTOS AREA 2
"25-23","7501681100674","0.1230","8.4430","2.6830",TOTAL AUTOS AREA 2
"25-23","7501681100254","1.0190","19.1990","9.0980",TOTAL AUTOS AREA 2
"25-23","7501681100469","1.4680","28.2990","6.4690",TOTAL AUTOS AREA 2
"25-23","7501681100513","0.0050","0.0450","1.2500",TOTAL AUTOS AREA 2
"25-23","7501681100643BP1","0.0550","0.5840","6.0670",TOTAL AUTOS AREA 2
"25-23","7501681100292","0.5660","17.7940","3.7460",TOTAL AUTOS AREA 2
"25-23","7501681100384","0.0070","0.1030","2.3330",TOTAL AUTOS AREA 2
"25-23","7501681100773","4.1810","84.7250","35.4320",TOTAL AUTOS AREA 2
"25-23","7501681100209","0.8910","33.8990","12.2050",TOTAL AUTOS AREA 2
"25-23","7501681100216","0.8490","32.2090","11.6300",TOTAL AUTOS AREA 2
"25-23","7501681100087","0.6150","22.8170","8.6620",TOTAL AUTOS AREA 2
"25-23","7501681100766","1.4400","49.9290","7.3480",TOTAL AUTOS AREA 2
"25-23","7501681100445","0.0660","0.8800","5.5000",TOTAL AUTOS AREA 2
"25-23","7501681100223","1.6560","61.4080","10.8970",TOTAL AUTOS AREA 2
"25-23","7501681100650BP2","0.0310","0.1640","2.7820",TOTAL AUTOS AREA 2
"25-23","7501681100643BP2","0.0550","0.2880","6.0670",TOTAL AUTOS AREA 2
"25-23","7501681101305BP1","0.0220","0.1980","5.4500",TOTAL AUTOS AREA 2
"25-23","7503031116083","0.1140","2.4630","1.6460",TOTAL AUTOS AREA 2
"25-23","7503544040257","0.0100","0.5230","5.0000",TOTAL AUTOS AREA 2
"25-23","7503025939353","0.0740","4.3770","3.8950",TOTAL AUTOS AREA 2
"25-23","0612464080148","0.0030","0.0300","3.0000",TOTAL AUTOS AREA 2
"25-23","7502283280818","0.0120","0.5880","1.7140",TOTAL AUTOS AREA 2
"25-23","0037000018704","0.0050","0.4510","1.6670",TOTAL AUTOS AREA 2
"25-23","7501042306561","0.0120","1.0310","1.2000",TOTAL AUTOS AREA 2
"25-23","7501042301733","2.1740","49.1830","28.6050",TOTAL AUTOS AREA 2
"25-23","7501042301764","0.3830","12.9880","8.3260",TOTAL AUTOS AREA 2
"25-23","7501042301771","0.4030","13.7570","7.6040",TOTAL AUTOS AREA 2
"25-23","7501042301740","4.9460","160.4090","59.5900",TOTAL AUTOS AREA 2
"25-23","7501042301757","1.6560","18.4040","33.1200",TOTAL AUTOS AREA 2
"25-23","7501042300033","0.6360","8.3180","12.2310",TOTAL AUTOS AREA 2
"25-23","7501058717115","0.0030","0.3430","1.0000",TOTAL AUTOS AREA 2
"25-23","7501058795892","0.1100","14.6340","1.2990",TOTAL AUTOS AREA 2
"25-23","7501058717276","0.0210","3.1290","1.1670",TOTAL AUTOS AREA 2
"25-23","7501058717122","0.0010","0.2830","1.0000",TOTAL AUTOS AREA 2
"25-23","7501058795908","0.0950","27.1950","1.5080",TOTAL AUTOS AREA 2
"25-23","7501058717252","0.1590","9.1790","1.7240",TOTAL AUTOS AREA 2
"25-23","7501058716798","0.4630","70.9890","3.0680",TOTAL AUTOS AREA 2
"25-23","7501058794956BP1","0.0090","1.0580","1.5000",TOTAL AUTOS AREA 2
"25-23","7501058717030","3.8570","95.5800","15.4260",TOTAL AUTOS AREA 2
"25-23","7501058794949BP2","0.0040","0.0520","2.0000",TOTAL AUTOS AREA 2
"25-23","7501058796578BP2","0.1270","7.0320","1.9840",TOTAL AUTOS AREA 2
"25-23","7501058753458","4.1630","103.8880","8.6910",TOTAL AUTOS AREA 2
"25-23","7501058792778BP2","0.0950","1.9240","1.7850",TOTAL AUTOS AREA 2
"25-23","7501058715890","0.1730","46.9770","1.6320",TOTAL AUTOS AREA 2
"25-23","7702626213781","1.3990","81.8010","3.3880",TOTAL AUTOS AREA 2
"25-23","7501058757890","1.1900","119.5260","2.8940",TOTAL AUTOS AREA 2
"25-23","7501058716071","0.0070","1.1840","1.4000",TOTAL AUTOS AREA 2
"25-23","7501058757449","0.3790","76.1370","2.0820",TOTAL AUTOS AREA 2
"25-23","7501058792808BP1","0.1520","18.9380","2.4100",TOTAL AUTOS AREA 2
"25-23","7501058716804","0.3990","37.3880","2.8510",TOTAL AUTOS AREA 2
"25-23","7501058715531","1.1880","12.1530","7.2880",TOTAL AUTOS AREA 2
"25-23","7501058716767","0.7430","114.3420","4.2000",TOTAL AUTOS AREA 2
"25-23","7501058794949BP1","0.0040","0.3480","2.0000",TOTAL AUTOS AREA 2
"25-23","7501058717023","5.1690","128.6990","20.5130",TOTAL AUTOS AREA 2
"25-23","7501058794956BP2","0.0090","0.2010","1.5000",TOTAL AUTOS AREA 2
"25-23","7501058796578BP1","0.1270","7.0320","1.9840",TOTAL AUTOS AREA 2
"25-23","7501058796585","0.1740","19.2680","2.5970",TOTAL AUTOS AREA 2
"25-23","7503002319536","0.9700","99.4280","3.3230",TOTAL AUTOS AREA 2
"25-23","7501058716088","0.0750","15.5760","2.0270",TOTAL AUTOS AREA 2
"25-23","7501058757791","0.5190","110.6800","2.6620",TOTAL AUTOS AREA 2
"25-23","7501058752772","0.4220","11.6790","8.6120",TOTAL AUTOS AREA 2
"25-23","7501058716477","0.2630","8.2220","5.7170",TOTAL AUTOS AREA 2
"25-23","7501058757548","2.3300","99.5600","7.4440",TOTAL AUTOS AREA 2
"25-23","7503002319529","3.6270","202.6660","6.3960",TOTAL AUTOS AREA 2
"25-23","7501058792808BP2","0.1520","3.0830","2.4100",TOTAL AUTOS AREA 2
"25-23","7501058715883","0.1220","33.0990","1.4020",TOTAL AUTOS AREA 2
"25-23","7702626213774","0.8390","49.0070","2.5200",TOTAL AUTOS AREA 2
"25-23","7501058716422","0.0270","1.5390","3.3750",TOTAL AUTOS AREA 2
"25-23","7501058784353","0.7850","78.8310","2.3780",TOTAL AUTOS AREA 2
"25-23","7501058716064","0.0250","3.3850","1.3160",TOTAL AUTOS AREA 2
"25-23","7501058792778BP1","0.0950","11.8200","1.7850",TOTAL AUTOS AREA 2
"25-23","7501058757630","0.4890","57.8300","2.8280",TOTAL AUTOS AREA 2
"25-23","7501058753441","3.2020","79.0110","6.6990",TOTAL AUTOS AREA 2
"25-23","7702626204208BP1","2.9960","29.7300","19.0830",TOTAL AUTOS AREA 2
"25-23","7501058784346","0.2760","55.7050","1.7470",TOTAL AUTOS AREA 2
"25-23","7501058796868","1.2950","23.8610","18.7740",TOTAL AUTOS AREA 2
"25-23","7501058796844","0.2000","4.1670","11.7650",TOTAL AUTOS AREA 2
"25-23","7891035040276","14.2610","194.4710","23.3400",TOTAL AUTOS AREA 2
"25-23","7501058796851","1.0370","19.0660","15.9480",TOTAL AUTOS AREA 2
"25-23","7501058714596","13.9570","184.0330","22.1540",TOTAL AUTOS AREA 2
"25-23","7891035040191","0.0010","0.0140","1.0000",TOTAL AUTOS AREA 2
"25-23","7501058751188","0.5160","52.5920","2.5290",TOTAL AUTOS AREA 2
"25-23","7501058716095","0.0500","9.5330","1.4710",TOTAL AUTOS AREA 2
"25-23","7501058751461","0.2560","53.8090","1.8820",TOTAL AUTOS AREA 2
"25-23","7501058757463","0.2900","7.9960","6.3040",TOTAL AUTOS AREA 2
"25-23","7501058757555","1.2100","52.5680","5.1930",TOTAL AUTOS AREA 2
"25-23","7501058751195","2.6790","150.6190","4.9880",TOTAL AUTOS AREA 2
"25-23","0046500022692","0.0010","0.0980","1.0000",TOTAL AUTOS AREA 2
"25-23","0046500022517","0.0030","0.3030","1.0000",TOTAL AUTOS AREA 2
"25-23","7501268200339","0.0040","0.1280","4.0000",TOTAL AUTOS AREA 3
"25-23","7501268200025","0.0010","0.0120","1.0000",TOTAL AUTOS AREA 3
"25-23","7501268200049","0.0740","1.5610","4.1110",TOTAL AUTOS AREA 3
"25-23","7501268200070","0.0420","1.6210","3.8180",TOTAL AUTOS AREA 3
"25-23","7501268200513","0.0080","0.0870","2.0000",TOTAL AUTOS AREA 3
"25-23","0757037512449","0.0120","1.0790","4.0000",TOTAL AUTOS AREA 3
"25-23","7501080900585","0.0800","21.5300","1.8260",TOTAL AUTOS AREA 3
"25-23","0757037513552","0.0040","0.3600","2.0000",TOTAL AUTOS AREA 3
"25-23","7501080954786","0.5230","13.0290","3.2280",TOTAL AUTOS AREA 3
"25-23","7501080954793","0.5750","39.6970","2.7380",TOTAL AUTOS AREA 3
"25-23","7501080955103","0.4510","79.5570","4.2950",TOTAL AUTOS AREA 3
"25-23","7501080955486","0.8030","69.1470","3.1990",TOTAL AUTOS AREA 3
"25-23","7501080900165","2.5120","55.5350","9.2020",TOTAL AUTOS AREA 3
"25-23","7501080952997","0.3890","95.5710","3.7370",TOTAL AUTOS AREA 3
"25-23","7501080900141","0.7410","59.2240","3.0880",TOTAL AUTOS AREA 3
"25-23","7501080952973","0.0100","0.6800","10.0000",TOTAL AUTOS AREA 3
"25-23","7501080900158","0.4400","66.5060","2.3050",TOTAL AUTOS AREA 3
"25-23","0741120000005","1.2000","13.8800","16.2160",TOTAL AUTOS AREA 3
"25-23","0741120000036","0.0600","1.4140","5.4550",TOTAL AUTOS AREA 3
"25-23","0741120000029","0.1100","4.7970","5.2380",TOTAL AUTOS AREA 3
"25-23","0741120000012","0.0110","0.0790","11.0000",TOTAL AUTOS AREA 3
"25-23","7501071907692","0.8810","25.4960","4.4730",TOTAL AUTOS AREA 3
"25-23","7501071908385","0.1060","5.6450","2.7180",TOTAL AUTOS AREA 3
"25-23","7501071907661","1.6000","28.5710","5.5160",TOTAL AUTOS AREA 3
"25-23","7501071907425","0.4920","31.3470","4.3930",TOTAL AUTOS AREA 3
"25-23","7501071905346","0.1730","4.1670","3.2710",TOTAL AUTOS AREA 3
"25-23","7501071905292","0.3620","8.1060","3.3240",TOTAL AUTOS AREA 3
"25-23","7501071907784","0.0130","1.6110","2.6000",TOTAL AUTOS AREA 3
"25-23","7501071905551","8.5910","185.7600","33.9560",TOTAL AUTOS AREA 3
"25-23","7501071900136","2.8800","57.8520","20.7190",TOTAL AUTOS AREA 3
"25-23","7501071903311","0.4390","16.7370","5.1650",TOTAL AUTOS AREA 3
"25-23","7501071903366","1.2250","45.2430","10.9380",TOTAL AUTOS AREA 3
"25-23","7501071900143","19.6230","676.4240","48.3320",TOTAL AUTOS AREA 3
"25-23","7501126570598","0.0010","0.1280","1.0000",TOTAL AUTOS AREA 3
"25-23","7501071902956","4.0060","195.3350","20.7580",TOTAL AUTOS AREA 3
"25-23","7501071900129","5.8710","77.9830","21.2730",TOTAL AUTOS AREA 3
"25-23","7501071906725","0.1580","10.8490","3.0450",TOTAL AUTOS AREA 3
"25-23","7501071907074","0.9810","18.5580","9.9090",TOTAL AUTOS AREA 3
"25-23","7501071906701","0.1390","4.1700","3.0890",TOTAL AUTOS AREA 3
"25-23","7501071906718","0.3840","14.6840","3.6260",TOTAL AUTOS AREA 3
"25-23","7501071904103","0.0430","1.3730","5.3750",TOTAL AUTOS AREA 3
"25-23","7501071902093","0.2680","18.9420","3.7750",TOTAL AUTOS AREA 3
"25-23","7501071903885","0.2380","16.1800","4.5840",TOTAL AUTOS AREA 3
"25-23","7501071902109","1.9090","177.2630","6.2800",TOTAL AUTOS AREA 3
"25-23","7501071904431","2.5630","48.5480","12.9440",TOTAL AUTOS AREA 3
"25-23","7501071904424","1.0250","31.0370","6.1770",TOTAL AUTOS AREA 3
"25-23","7501071903878","0.7470","28.6980","6.1200",TOTAL AUTOS AREA 3
"25-23","7501071902086","1.3330","49.7840","5.6980",TOTAL AUTOS AREA 3
"25-23","7702137007152","0.1260","9.8980","2.2500",TOTAL AUTOS AREA 3
"25-23","7702137007169","0.0650","5.0700","1.5480",TOTAL AUTOS AREA 3
"25-23","4008455425412","0.7170","51.6050","6.1810",TOTAL AUTOS AREA 3
"25-23","4008455460215","0.0230","2.4990","1.7690",TOTAL AUTOS AREA 3
"25-23","4008455457512","1.2690","27.3520","8.4600",TOTAL AUTOS AREA 3
"25-23","4008455458618","0.7000","54.2970","6.1920",TOTAL AUTOS AREA 3
"25-23","4008455458717","0.1040","9.6790","2.6000",TOTAL AUTOS AREA 3
"25-23","4008455423715","0.0820","5.9420","2.4850",TOTAL AUTOS AREA 3
"25-23","4008455394114","0.1800","9.5470","2.6820",TOTAL AUTOS AREA 3
"25-23","4008455394015","0.1520","8.2220","2.2400",TOTAL AUTOS AREA 3
"25-23","4008455423616","0.0980","5.2780","2.0850",TOTAL AUTOS AREA 3
"25-23","4008455394510","0.1450","7.8070","2.1270",TOTAL AUTOS AREA 3
"25-23","4008455423517","0.1030","5.6330","1.8070",TOTAL AUTOS AREA 3
"25-23","4008455394619","0.0700","3.8130","1.5990",TOTAL AUTOS AREA 3
"25-23","4008455394213","0.1200","6.3870","2.0000",TOTAL AUTOS AREA 3
"25-23","4008455394411","0.1530","8.2720","2.2180",TOTAL AUTOS AREA 3
"25-23","4008455524917","0.6030","77.5420","5.9670",TOTAL AUTOS AREA 3
"25-23","4008455438016","0.1810","14.1220","2.7070",TOTAL AUTOS AREA 3
"25-23","4008455459417","0.2640","19.8970","3.2550",TOTAL AUTOS AREA 3
"25-23","4008455476711","0.2090","7.0240","5.3590",TOTAL AUTOS AREA 3
"25-23","7502275145897","0.2710","44.5740","3.1550",TOTAL AUTOS AREA 3
"25-23","4008455567013","0.8070","17.4300","5.6830",TOTAL AUTOS AREA 3
"25-23","3045206382007","0.0240","2.2010","1.6000",TOTAL AUTOS AREA 3
"25-23","3045206360609","0.0200","2.2540","2.0000",TOTAL AUTOS AREA 3
